proj_id,proj_lgl_name
P106700,Agricultural Innovation and Services
P106702,Integrated Solid Waste Management and Carbon Finance Project
P106703,BR Sao Paulo Water Recovery Project - REAGUA
P106708,"CO DPL on Promoting an Inclusive, Equitable and Efficient Social Protection System"
P106719,Social Infrastructure Retrofitting Project - Add'l Financing
P106720,Third Programmatic Fiscal Management & Comp. DPL
P106724,Second Programmatic Reform Implementation Development Policy Loan
P106735,Provincial Public Health Insurance Development Project
P106747,NI Development Policy Credit
P106752,Unleashing Productive Innovation Project
P106753,"Expanding Opportunities, Enhancing Equity in the State of Pernambuco Development Policy Loan"
P106765,BR Ceara Inclusive Growth (SWAp II)
P106767,RIO GRANDE DO SUL FISCAL SUSTAINABILITY
P106768,Brazil - Rio de Janeiro Renovating and Strengthening Public Management
P106794,CAMEROON WATER AFFERMAGE - OBA for Coverage Expansion
P106834,RW-First Community Living Standards Grant
P106851,CG Rep. Health Sector Services Development
P106855,General Education Quality Improvement Project - APL 1 (GEQIP)
P106870,Improving Community and Family Health Care Services Project
P106872,Ethiopia-Road Sector Development Program APL4
P106885,Integrated POPs Management
P106899,Energy Community of South East Europe APL 3 - Montenegro Project
P106906,Land Administration and Management Project
P106909,Urban Water Sector Project
P106927,South Sudan MDTF HIV/AIDS Project
P106956,Ningbo New Countryside Development Project
P106963,Third Programmatic Development Policy (PDPG3)
P106975,"Rep. of Congo - Water, Electricity & Urban Development SIL (LEN)"
P106978,Rwanda Competitiveness and Enterprise Dev Additional Financing
P106982,DRC-Growth with Governance in the Mineral Sector
P106993,Integrated Financial Management Additional Financing
P107015,Civil Service Modernization Project Supplemental Loan
P107037,Yemen-Water Sector Support
P107050,RY-Integrated Urban Development Project (IUDP)
P107062,Second Program 135 Phase 2 Support
P107101,Kabul Urban Roads Improvement Project
P107137,BO PICAR Community Investment in Rural Areas
P107139,Sustainable Land Management Project
P107142,RY-RURAL WATER SUPPLY ADD. FINANCING
P107146,Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE
P107159,MX Urban Transport Transformation Progr
P107163,ID-Infrastructure DPL (IDPL)
P107173,Access to Finance for SMEs
P107217,Additional Finanicing to the Public Sector Capacity Building Program Support Project
P107218,Poverty Reduction Support Credit (PRSC1)
P107242,LaoPDR Fourth Poverty Reduction Support Operation
P107248,Economic Governance & Institutional Reform
P107254,Integrated Early Childhood Development Project II
P107256,Blue Nile Start-Up Emergency Project
P107288,SN- DPO-Public Financial Support Credit
P107300,Pakistan: Sindh Education Ssector Project (SEP)
P107303,MW-PRSC-2
P107311,National Decentralized Planning and Finance Program
P107313,Fifth Poverty Reduction Support Credit (PRSC5)
P107314,Nairobi Metropolitan Services Improvement Project
P107335,Governance Reform and Growth Grant - 3
P107343,BI - Agro-Pastoral Productivity and Markets Development Project
P107350,Water Resources Development
P107355,Governance and Institutional Dev.
P107365,Development Policy Lending  3 (DPL 3)
P107372,Afghanistan Judicial Reform Project
P107375,Lesotho HIV and AIDS Technical Assistance Project
P107382,Social Service Delivery Project Additional Financing
P107395,Improving Health Sector Performance
P107398,Budget Support
P107407,JM Education Transformation Capacity Building
P107416,Expanding Opportunities for Vunerable Groups
P107456,CV-SME Capacity Building and Economic Governance
P107473,Montenegro Institutional Development and Agriculture Strengthening (MIDAS)
P107484,Madagascar Additional Finance-3rd Environmental Program
P107493,Economic Governance Reform Project
P107498,Fifth Poverty Reduction Support Grant-PRSC 5
P107545,MAP Additional Financing
P107558,Education for All Additional Financing
P107559,Guiyang Guangzhou Railway
P107598,MZ PROIRRI Sustainable Irrigation Development
P107608,National Road Rehabilitation (Osh-Batken-Isfana)
P107610,Second East West Highway Improvement Additional Financing
P107612,NATIONAL WATER SUPPLY & SANITATION PROGRAM
P107613,IDP Economic Development Support Project -- Additional Financing
P107614,ADDITIONAL FINANCING FOR THE MUNICIPAL WATER AND WASTEWATER PROJECT
P107617,Water Users Association Development Support Project
P107636,RY-GROUNDWATER & SOIL CONSERVATION ADDITIONAL FINANCING
P107648,National Dairy Support Project
P107649,Second Karnataka State Highway Improvement
P107661,BOS Knowledge Improvement for Transparency and Accountability
P107666,PE Water Resources Management Modernization
P107668,TAMIL NADU EMPOWERMENT AND POVERTY REDUCTION 'VAZHNDHU KATTUVOM' PROJECT ADDITIONAL FINANCING
P107698,Strengthening Emergency Health Response in Northern Iraq
P107722,Development of a National Statistical System for Tanzania
P107741,Niger Growth Policy Reform Grant  (Growth DPL-1)
P107772,Second Education Quality and Relevance (APL 2)
P107782,PG:  Rural Communications Project
P107797,Bangladesh Power Sector Development Policy Credit
P107833,SECONDARY AND LOCAL ROADS
P107840,Regional and Local Roads Program Support Project
P107841,Integrated Ecosystems Management in Niger (APL phase 2)
P107843,Federal District Multisector Management
P107845,Second Basic Education
P107847,Provincial Roads
P107851,Burundi - Financial & Private Sector Development
P107853,Rural Access Improvement and Decentralization Project - Addl Financing
P107921,Afg Strengthening Institutions DPG
P107940,MR-Banda Gas to Power Guarantee
P107981,Maldives Mobile Phone Banking Project
P107992,Energy Efficiency
P107998,Second Solid Waste Management
P108005,CORRIDOR X HIGHWAY PROJECT
P108023,Energy Efficiency Project
P108058,Caribbean Catastrophe Risk Insurance Facility
P108069,Integrated Public Financial Management Reform
P108078,Maldives Environmental Management Project
P108080,Kosovo Financial Sector Strengthening & Market Infrastructure Project
P108140,Access to Finance for SMEs  - Second Additional Financing
P108143,Water Sector Improvement APL Phase II: Metolong Dam and Water Supply
P108144,Sustainable Land Management Project
P108178,Second Land and Real Estate Registration Project
P108253,Niger Reform Management and TA
P108258,e-delivery of Public Services
P108368,Central African Backbone - APL1A
P108373,Third Emergency Services Support Project (ESSP III)
P108440,Mali Energy Support Project
P108443,Sao Paulo Sustainable Rural Development and Access to Markets
P108444,MZ-Energy Development and Access Project (APL-2)
P108489,India First Statistical Strengthening Project
P108505,SUSTAINABLE FORESTRY FOR RURAL DEVELOPMENT II
P108525,Capacity Building for Economic Management Grant
P108583,3A W/C Africa Air Transport Phase II-B
P108592,GEF Huai River Basin Marine Pollution Reduction Project
P108627,Nanning Urban Environment
P108649,RY-PUBLIC WORKS III ADDITIONAL FINANCING
P108654,Brazil Pernambuco Sustainable Water
P108757,Second National Program for Community Empowerment in Rural Areas Addit
P108759,Public Expenditure Development Policy Loan
P108766,Sustainable Rural Development
P108768,Mongolia Mining Sector Technical Assistance Project
P108776,MONGOLIA: EDUCATION FOR ALL FAST TRACK INITIATIVE (EFA-FTI) CATALYTIC TRUST FUND
P108787,Public Finance Management Strengthening Program MDTF
P108791,International Institute for Water and Environmental Engineering (2ie)
P108843,Supplemental to DSC IV
P108845,Kenya Coastal Development Proejct
P108879,AFCC2/RI-Nyika Transfrontier Conservation Area Project
P108885,VN - Agriculture Competitiveness Project
P108886,Uganda Sustainable Land Management Country Program
P108904,PH - Regional Infrastructure for Growth
P108905,Emergency MS Rehabilitation & Recovery ERL Second Additional Financing
P108932,Pastoral Community Development Project II
P108941,West Africa Regional Fisheries Program
P108974,Nicaragua Hurricane Felix Emergency Recovery Project
P109024,Aceh Economic Development Financing Facility
P109057,Emergency Recovery and Disaster Management Project (AF)
P109058,HONDURAS ROAD REHABILITATION AND IMPROVEMENT II
P109078,EFA/FTI: Education Sector Development Program
P109126,Rural Enterprise Support Project Phase II
P109195,Emergency Senior Executive Service Project (ESESP)
P109196,National Program for Community Empowerment in Urban Areas (PNPM II UPP
P109209,Second Decentralized City Management Project - Additional Financing
P109216,Uganda Emergency Demobilization and Reintegration Project
P109219,Taiz Municipal Development and Flood Protection Project
P109224,Agricultural Technology and Agrribusiness Advisory Services
P109296,IQ-EMERGENCY COMMUNITY INFRASTRUCTURE REHAB ADDITIONAL FINANCING
P109304,GZ-Social Safety Net Reform Project - Supplemental
P109333,Support of ETSIP 1 DPL 2
P109575,Jamaica Hurricane Dean ERL
P109588,Environmental and Social Capacity Building for the Energy Sector
P109607,ACGF - Madagascar Financial Services Project
P109648,Cambodia Trade Development Support Program (RETF093573)
P109649,EXPORT DEVELOPMENT 2 ADDITIONAL FINANCING
P109683,Kenya Agricultural Productivity and Agribusiness Project
P109691,"Micro, Small and Medium Enterprise Development"
P109710,Livelihood Recovery for DI Yogyakarta and Central Java
P109722,Emergency Public Service Delivery
P109736,TA for Capacity Development in Hydropower and Mining Sector
P109737,"Nigeria Scaling Up Sustainable Land Management Practice, Knowledge, and Coordination"
P109804,Access to Finance and Capacity Building of Earthquake-Affected MSEs in Yogyakarta and Central Java
P109885,Rural Investment Additional Financing
P109925,KH--EDUCATION FOR ALL FAST TRACK INITIATIVE CATALYTIC TRUST FUND
P109932,DO Emergency Recovery & Disaster Mgmt
P109961,Second National Water Supply and Sanitation Project
P109964,Second Multisectoral HIV/AIDS
P109986,Water and Sanitation Millennium Project
P110018,Improving Teacher Education
P110020,RCI- Emergency Urban Infrastructure (FY08)
P110050,Improving Public Sector Performance
P110051,HARYANA POWER SYSTEM IMPROVEMENT PROJECT
P110075,Increased Access to Modern Energy
P110092,NI Greater Managua Water and Sanitation (PRASMA)
P110099,Water Sector Capacity Building & Advisory Services Project (WCAP)
P110109,Fifth Poverty Reduction Support
P110110,Bangladesh DSC IV-Supplemental Financing II
P110126,Regional and Municipal Infrastructure Development Project
P110147,Ghana Second Agriculture Development Policy Operation
P110156,"Swaziland Health, HIV/AIDS and TB Project"
P110157,Second National Water Development Project - Additional Financing (ACGF)
P110167,Transitional Support Credit
P110172,GZ-GAZA II EMERG WATER ADD.  FINANCING
P110173,Kenya - Energy Sector Recovery Project Additional Financing
P110177,Cameroon - Kribi Gas Power Project
P110191,Fifth Development Policy Loan
P110202,Power Distribution and Rural Electrification
P110207,Preparedness and Control of Avian Influenza
P110251,Healthcare support to the poor of the Northern Upland and Central Highlands
P110267,Second Rural Water Supply & Sanitation
P110278,Sri Lanka - Education Sector Development Project - AF
P110280,Social Investment Program Additional Financing for Floods 2007
P110281,Rural Transport Improvement Additional Financing
P110282,Municipal Services Additional Financing
P110317,Sri Lanka: Second North East Housing Reconstruction Program
P110324,Sri Lanka: Road Sector Assistance Project : Additional Credit
P110371,Sustainable Urban Transport Project
P110376,Livelihood Restoration in Cyclone Affected Area-Additional Financing-III SIPP
P110405,MG - Integrated Growth Poles Additional Financing Credit
P110407,AF Rural Enterprise Development Program
P110421,Rural Investment & Services Project 2 - Additional Financing
P110446,Malawi Third Social Action Fund (MASAF 3) APL II (LDF Mechanism)
